"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 13:19:35 GMT 2024","Sun Mar 24 13:19:41 GMT 2024","6314","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:16:34 GMT 2024","Sun Mar 24 13:16:34 GMT 2024","147","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Sun Mar 24 13:19:13 GMT 2024","Sun Mar 24 13:19:20 GMT 2024","6653","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 13:16:34 GMT 2024","Sun Mar 24 13:16:35 GMT 2024","162","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Sun Mar 24 13:18:00 GMT 2024","Sun Mar 24 13:18:23 GMT 2024","22760","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 13:18:37 GMT 2024","Sun Mar 24 13:18:51 GMT 2024","14153","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 13:16:34 GMT 2024","Sun Mar 24 13:16:34 GMT 2024","253","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Sun Mar 24 13:16:33 GMT 2024","Sun Mar 24 13:16:34 GMT 2024","541","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 13:17:46 GMT 2024","Sun Mar 24 13:17:53 GMT 2024","7096","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 13:16:34 GMT 2024","Sun Mar 24 13:16:34 GMT 2024","204","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Sun Mar 24 13:20:22 GMT 2024","Sun Mar 24 13:20:26 GMT 2024","3665","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 13:19:41 GMT 2024","Sun Mar 24 13:19:52 GMT 2024","10884","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:16:34 GMT 2024","Sun Mar 24 13:16:34 GMT 2024","233","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 13:20:10 GMT 2024","Sun Mar 24 13:20:13 GMT 2024","3044","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"broken","Sun Mar 24 13:20:01 GMT 2024","Sun Mar 24 13:20:34 GMT 2024","32791","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:16:35 GMT 2024","Sun Mar 24 13:16:35 GMT 2024","53","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Sun Mar 24 13:19:20 GMT 2024","Sun Mar 24 13:19:28 GMT 2024","7279","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 13:19:48 GMT 2024","Sun Mar 24 13:19:56 GMT 2024","7509","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:18:00 GMT 2024","Sun Mar 24 13:18:08 GMT 2024","7356","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 13:20:21 GMT 2024","Sun Mar 24 13:20:24 GMT 2024","3619","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 13:16:34 GMT 2024","Sun Mar 24 13:16:34 GMT 2024","84","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Sun Mar 24 13:18:10 GMT 2024","Sun Mar 24 13:18:16 GMT 2024","5721","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
