"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 11:07:32 GMT 2024","Sun Mar 24 11:07:33 GMT 2024","1305","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 11:05:36 GMT 2024","Sun Mar 24 11:05:36 GMT 2024","37","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Sun Mar 24 11:06:27 GMT 2024","Sun Mar 24 11:06:46 GMT 2024","18306","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 11:10:59 GMT 2024","Sun Mar 24 11:11:01 GMT 2024","1830","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 11:08:23 GMT 2024","Sun Mar 24 11:08:25 GMT 2024","1879","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 11:08:47 GMT 2024","Sun Mar 24 11:08:48 GMT 2024","1458","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 11:07:05 GMT 2024","Sun Mar 24 11:07:10 GMT 2024","5035","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 11:06:19 GMT 2024","Sun Mar 24 11:06:22 GMT 2024","3067","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 11:09:45 GMT 2024","Sun Mar 24 11:09:49 GMT 2024","3955","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 11:08:30 GMT 2024","Sun Mar 24 11:08:32 GMT 2024","1580","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 11:05:39 GMT 2024","Sun Mar 24 11:05:39 GMT 2024","7","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Sun Mar 24 11:05:37 GMT 2024","Sun Mar 24 11:05:37 GMT 2024","17","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"broken","Sun Mar 24 11:09:54 GMT 2024","Sun Mar 24 11:10:25 GMT 2024","30251","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 11:10:35 GMT 2024","Sun Mar 24 11:10:37 GMT 2024","1803","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 11:09:39 GMT 2024","Sun Mar 24 11:09:41 GMT 2024","1500","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 11:05:38 GMT 2024","Sun Mar 24 11:05:38 GMT 2024","194","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"failed","Sun Mar 24 11:05:39 GMT 2024","Sun Mar 24 11:05:42 GMT 2024","2440","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Sun Mar 24 11:05:39 GMT 2024","Sun Mar 24 11:05:39 GMT 2024","18","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Sun Mar 24 11:05:36 GMT 2024","Sun Mar 24 11:05:36 GMT 2024","327","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка успешного создания билд-конфигурации","Тест проверяет успешное создание новой билд-конфигурации"
"passed","Sun Mar 24 11:07:47 GMT 2024","Sun Mar 24 11:07:49 GMT 2024","2258","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 11:08:10 GMT 2024","Sun Mar 24 11:08:13 GMT 2024","3110","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 11:11:05 GMT 2024","Sun Mar 24 11:11:06 GMT 2024","1342","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 11:08:40 GMT 2024","Sun Mar 24 11:08:42 GMT 2024","1795","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 11:07:38 GMT 2024","Sun Mar 24 11:07:41 GMT 2024","2833","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"broken","Sun Mar 24 11:09:05 GMT 2024","Sun Mar 24 11:09:35 GMT 2024","30458","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 11:05:38 GMT 2024","Sun Mar 24 11:05:38 GMT 2024","195","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 11:05:37 GMT 2024","Sun Mar 24 11:05:37 GMT 2024","203","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 11:04:18 GMT 2024","Sun Mar 24 11:05:33 GMT 2024","75436","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"passed","Sun Mar 24 11:05:37 GMT 2024","Sun Mar 24 11:05:37 GMT 2024","205","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 11:10:29 GMT 2024","Sun Mar 24 11:10:31 GMT 2024","2135","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 11:07:59 GMT 2024","Sun Mar 24 11:08:05 GMT 2024","5554","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 11:05:37 GMT 2024","Sun Mar 24 11:05:37 GMT 2024","14","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Sun Mar 24 11:07:25 GMT 2024","Sun Mar 24 11:07:27 GMT 2024","2049","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 11:10:47 GMT 2024","Sun Mar 24 11:10:48 GMT 2024","1021","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 11:05:39 GMT 2024","Sun Mar 24 11:05:39 GMT 2024","140","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Sun Mar 24 11:07:16 GMT 2024","Sun Mar 24 11:07:19 GMT 2024","2444","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 11:07:54 GMT 2024","Sun Mar 24 11:07:55 GMT 2024","1229","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 11:08:35 GMT 2024","Sun Mar 24 11:08:36 GMT 2024","1084","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 11:10:52 GMT 2024","Sun Mar 24 11:10:54 GMT 2024","1947","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
