"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 25 19:41:29 GMT 2024","Mon Mar 25 19:41:31 GMT 2024","2441","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Mon Mar 25 19:35:37 GMT 2024","Mon Mar 25 19:37:03 GMT 2024","85997","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"passed","Mon Mar 25 19:40:11 GMT 2024","Mon Mar 25 19:40:18 GMT 2024","7281","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Mon Mar 25 19:37:39 GMT 2024","Mon Mar 25 19:37:50 GMT 2024","10471","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Mon Mar 25 19:38:59 GMT 2024","Mon Mar 25 19:39:09 GMT 2024","10014","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Mon Mar 25 19:37:08 GMT 2024","Mon Mar 25 19:37:08 GMT 2024","109","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Mon Mar 25 19:38:38 GMT 2024","Mon Mar 25 19:38:48 GMT 2024","9295","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"broken","Mon Mar 25 19:40:45 GMT 2024","Mon Mar 25 19:41:17 GMT 2024","32081","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Mon Mar 25 19:41:16 GMT 2024","Mon Mar 25 19:41:20 GMT 2024","3393","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Mon Mar 25 19:41:06 GMT 2024","Mon Mar 25 19:41:09 GMT 2024","2659","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
