"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 14:28:52 GMT 2024","Fri Apr 05 14:28:55 GMT 2024","2871","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Fri Apr 05 14:29:34 GMT 2024","Fri Apr 05 14:29:36 GMT 2024","1591","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Fri Apr 05 14:31:51 GMT 2024","Fri Apr 05 14:31:54 GMT 2024","3808","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Fri Apr 05 14:26:48 GMT 2024","Fri Apr 05 14:26:51 GMT 2024","3005","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Fri Apr 05 14:25:59 GMT 2024","Fri Apr 05 14:25:59 GMT 2024","16","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Fri Apr 05 14:29:40 GMT 2024","Fri Apr 05 14:29:41 GMT 2024","1289","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Fri Apr 05 14:25:59 GMT 2024","Fri Apr 05 14:25:59 GMT 2024","40","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Fri Apr 05 14:27:42 GMT 2024","Fri Apr 05 14:27:47 GMT 2024","4661","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Fri Apr 05 14:25:59 GMT 2024","Fri Apr 05 14:25:59 GMT 2024","46","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Fri Apr 05 14:25:59 GMT 2024","Fri Apr 05 14:25:59 GMT 2024","67","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Fri Apr 05 14:31:39 GMT 2024","Fri Apr 05 14:31:45 GMT 2024","5810","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Fri Apr 05 14:25:58 GMT 2024","Fri Apr 05 14:25:58 GMT 2024","53","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Fri Apr 05 14:32:06 GMT 2024","Fri Apr 05 14:32:09 GMT 2024","2585","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Fri Apr 05 14:26:00 GMT 2024","Fri Apr 05 14:26:02 GMT 2024","2682","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Fri Apr 05 14:25:59 GMT 2024","Fri Apr 05 14:25:59 GMT 2024","81","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Fri Apr 05 14:29:26 GMT 2024","Fri Apr 05 14:29:29 GMT 2024","2910","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Fri Apr 05 14:25:59 GMT 2024","Fri Apr 05 14:25:59 GMT 2024","89","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Fri Apr 05 14:27:28 GMT 2024","Fri Apr 05 14:27:37 GMT 2024","8468","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
