"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 13:37:38 GMT 2024","Sun Mar 24 13:37:45 GMT 2024","6872","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 13:40:04 GMT 2024","Sun Mar 24 13:40:08 GMT 2024","4408","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","227","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","82","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Sun Mar 24 13:37:40 GMT 2024","Sun Mar 24 13:37:49 GMT 2024","9158","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 13:38:37 GMT 2024","Sun Mar 24 13:38:41 GMT 2024","4396","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"failed","Sun Mar 24 13:36:16 GMT 2024","Sun Mar 24 13:36:55 GMT 2024","38733","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 13:37:23 GMT 2024","Sun Mar 24 13:37:30 GMT 2024","7614","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 13:34:34 GMT 2024","Sun Mar 24 13:35:53 GMT 2024","78664","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"passed","Sun Mar 24 13:36:52 GMT 2024","Sun Mar 24 13:37:01 GMT 2024","9603","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"failed","Sun Mar 24 13:36:31 GMT 2024","Sun Mar 24 13:36:54 GMT 2024","23877","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 13:38:46 GMT 2024","Sun Mar 24 13:38:52 GMT 2024","6014","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 13:38:55 GMT 2024","Sun Mar 24 13:39:01 GMT 2024","6295","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 13:38:11 GMT 2024","Sun Mar 24 13:38:29 GMT 2024","18678","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","210","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Sun Mar 24 13:38:05 GMT 2024","Sun Mar 24 13:38:22 GMT 2024","16556","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 13:35:58 GMT 2024","Sun Mar 24 13:35:58 GMT 2024","22","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Sun Mar 24 13:39:46 GMT 2024","Sun Mar 24 13:39:51 GMT 2024","5332","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"broken","Sun Mar 24 13:39:15 GMT 2024","Sun Mar 24 13:39:47 GMT 2024","31592","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 13:37:13 GMT 2024","Sun Mar 24 13:37:22 GMT 2024","9446","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
