"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 19:42:02 GMT 2024","Tue Mar 26 19:42:05 GMT 2024","2781","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","88","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Tue Mar 26 19:39:48 GMT 2024","Tue Mar 26 19:39:58 GMT 2024","10001","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 19:38:06 GMT 2024","Tue Mar 26 19:38:47 GMT 2024","40836","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Mar 26 19:39:06 GMT 2024","Tue Mar 26 19:39:15 GMT 2024","9790","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Mar 26 19:40:49 GMT 2024","Tue Mar 26 19:40:57 GMT 2024","7381","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Mar 26 19:40:06 GMT 2024","Tue Mar 26 19:40:24 GMT 2024","17883","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Mar 26 19:37:49 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","563","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","253","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Tue Mar 26 19:41:17 GMT 2024","Tue Mar 26 19:41:25 GMT 2024","8977","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:40:44 GMT 2024","Tue Mar 26 19:40:52 GMT 2024","7793","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 19:40:20 GMT 2024","Tue Mar 26 19:40:28 GMT 2024","8632","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 19:40:31 GMT 2024","Tue Mar 26 19:40:36 GMT 2024","5012","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 19:38:18 GMT 2024","Tue Mar 26 19:38:28 GMT 2024","9765","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Mar 26 19:41:57 GMT 2024","Tue Mar 26 19:42:02 GMT 2024","5370","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"failed","Tue Mar 26 19:41:28 GMT 2024","Tue Mar 26 19:42:13 GMT 2024","45587","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:38:06 GMT 2024","Tue Mar 26 19:38:28 GMT 2024","21979","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Mar 26 19:40:40 GMT 2024","Tue Mar 26 19:40:46 GMT 2024","6083","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","32","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Mar 26 19:41:00 GMT 2024","Tue Mar 26 19:41:08 GMT 2024","8024","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:40:48 GMT 2024","Tue Mar 26 19:40:55 GMT 2024","6761","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:53 GMT 2024","3035","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","185","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Tue Mar 26 19:41:43 GMT 2024","Tue Mar 26 19:41:49 GMT 2024","5375","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Mar 26 19:41:57 GMT 2024","Tue Mar 26 19:42:02 GMT 2024","4416","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Mar 26 19:39:14 GMT 2024","Tue Mar 26 19:39:22 GMT 2024","8134","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","14","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Tue Mar 26 19:38:46 GMT 2024","Tue Mar 26 19:38:54 GMT 2024","8375","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Mar 26 19:39:32 GMT 2024","Tue Mar 26 19:39:40 GMT 2024","8053","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","94","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Tue Mar 26 19:41:08 GMT 2024","Tue Mar 26 19:41:22 GMT 2024","13558","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:37:49 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","512","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка успешного создания билд-конфигурации","Тест проверяет успешное создание новой билд-конфигурации"
"passed","Tue Mar 26 19:38:24 GMT 2024","Tue Mar 26 19:38:46 GMT 2024","22447","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:51 GMT 2024","83","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Tue Mar 26 19:41:34 GMT 2024","Tue Mar 26 19:41:47 GMT 2024","12934","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:37:49 GMT 2024","Tue Mar 26 19:37:49 GMT 2024","541","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Mar 26 19:39:22 GMT 2024","Tue Mar 26 19:39:43 GMT 2024","21123","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Mar 26 19:37:49 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","118","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Mar 26 19:42:18 GMT 2024","Tue Mar 26 19:42:19 GMT 2024","1048","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Mar 26 19:40:03 GMT 2024","Tue Mar 26 19:40:20 GMT 2024","16891","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Mar 26 19:39:36 GMT 2024","Tue Mar 26 19:39:48 GMT 2024","11526","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Mar 26 19:40:02 GMT 2024","Tue Mar 26 19:40:15 GMT 2024","13749","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","203","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Tue Mar 26 19:41:11 GMT 2024","Tue Mar 26 19:41:20 GMT 2024","8536","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:41:37 GMT 2024","Tue Mar 26 19:41:44 GMT 2024","6425","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Mar 26 19:38:56 GMT 2024","Tue Mar 26 19:39:17 GMT 2024","20123","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Mar 26 19:37:50 GMT 2024","Tue Mar 26 19:37:50 GMT 2024","236","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Mar 26 19:36:20 GMT 2024","Tue Mar 26 19:37:45 GMT 2024","85668","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
