"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 18:59:07 GMT 2024","Tue Mar 26 18:59:07 GMT 2024","114","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Mar 26 19:03:32 GMT 2024","Tue Mar 26 19:03:35 GMT 2024","3109","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Mar 26 18:59:25 GMT 2024","Tue Mar 26 19:00:07 GMT 2024","42278","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Mar 26 19:02:22 GMT 2024","Tue Mar 26 19:02:27 GMT 2024","5250","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 18:59:37 GMT 2024","Tue Mar 26 18:59:48 GMT 2024","10902","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Mar 26 18:57:40 GMT 2024","Tue Mar 26 18:59:02 GMT 2024","81983","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"passed","Tue Mar 26 19:02:42 GMT 2024","Tue Mar 26 19:02:50 GMT 2024","8083","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 18:59:06 GMT 2024","Tue Mar 26 18:59:07 GMT 2024","524","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Mar 26 18:59:07 GMT 2024","Tue Mar 26 18:59:07 GMT 2024","248","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Mar 26 19:03:11 GMT 2024","Tue Mar 26 19:03:28 GMT 2024","16430","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:01:32 GMT 2024","Tue Mar 26 19:01:47 GMT 2024","15291","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Mar 26 19:03:14 GMT 2024","Tue Mar 26 19:03:19 GMT 2024","4309","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Mar 26 18:59:07 GMT 2024","Tue Mar 26 18:59:08 GMT 2024","250","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Tue Mar 26 18:59:24 GMT 2024","Tue Mar 26 18:59:48 GMT 2024","24151","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Mar 26 19:00:38 GMT 2024","Tue Mar 26 19:00:47 GMT 2024","8487","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 18:59:07 GMT 2024","Tue Mar 26 18:59:07 GMT 2024","11","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Tue Mar 26 18:59:08 GMT 2024","Tue Mar 26 18:59:08 GMT 2024","39","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Tue Mar 26 19:03:01 GMT 2024","Tue Mar 26 19:03:08 GMT 2024","6527","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 19:03:09 GMT 2024","Tue Mar 26 19:03:16 GMT 2024","6879","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Mar 26 19:01:47 GMT 2024","Tue Mar 26 19:01:56 GMT 2024","9363","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 19:00:57 GMT 2024","Tue Mar 26 19:01:05 GMT 2024","7894","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 18:59:07 GMT 2024","Tue Mar 26 18:59:07 GMT 2024","29","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Mar 26 19:00:43 GMT 2024","Tue Mar 26 19:01:07 GMT 2024","23425","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Mar 26 19:02:08 GMT 2024","Tue Mar 26 19:02:12 GMT 2024","4506","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 19:00:04 GMT 2024","Tue Mar 26 19:00:15 GMT 2024","10917","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Mar 26 19:01:13 GMT 2024","Tue Mar 26 19:01:24 GMT 2024","10426","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 19:02:28 GMT 2024","Tue Mar 26 19:02:34 GMT 2024","5679","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 18:59:39 GMT 2024","Tue Mar 26 19:00:08 GMT 2024","28280","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
