"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 20:35:46 GMT 2024","Tue Mar 26 20:35:52 GMT 2024","6012","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 20:32:45 GMT 2024","Tue Mar 26 20:32:48 GMT 2024","2707","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Tue Mar 26 20:35:12 GMT 2024","Tue Mar 26 20:35:16 GMT 2024","4576","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 20:35:58 GMT 2024","Tue Mar 26 20:36:02 GMT 2024","4244","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 20:36:37 GMT 2024","Tue Mar 26 20:36:40 GMT 2024","3077","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Mar 26 20:36:47 GMT 2024","Tue Mar 26 20:36:51 GMT 2024","3335","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Mar 26 20:32:58 GMT 2024","Tue Mar 26 20:33:10 GMT 2024","12176","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Mar 26 20:36:23 GMT 2024","Tue Mar 26 20:36:29 GMT 2024","6071","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 20:32:43 GMT 2024","Tue Mar 26 20:32:44 GMT 2024","539","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка успешного создания билд-конфигурации","Тест проверяет успешное создание новой билд-конфигурации"
"passed","Tue Mar 26 20:31:14 GMT 2024","Tue Mar 26 20:32:40 GMT 2024","86260","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"passed","Tue Mar 26 20:32:45 GMT 2024","Tue Mar 26 20:32:45 GMT 2024","20","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Tue Mar 26 20:32:45 GMT 2024","Tue Mar 26 20:32:45 GMT 2024","212","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Mar 26 20:36:03 GMT 2024","Tue Mar 26 20:36:09 GMT 2024","5515","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Mar 26 20:32:44 GMT 2024","Tue Mar 26 20:32:44 GMT 2024","194","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Tue Mar 26 20:33:42 GMT 2024","Tue Mar 26 20:33:47 GMT 2024","5002","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Mar 26 20:32:45 GMT 2024","Tue Mar 26 20:32:45 GMT 2024","171","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Tue Mar 26 20:35:24 GMT 2024","Tue Mar 26 20:35:27 GMT 2024","2837","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 20:32:45 GMT 2024","Tue Mar 26 20:32:45 GMT 2024","13","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Tue Mar 26 20:32:45 GMT 2024","Tue Mar 26 20:32:45 GMT 2024","78","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Tue Mar 26 20:36:59 GMT 2024","Tue Mar 26 20:37:00 GMT 2024","1885","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Mar 26 20:35:48 GMT 2024","Tue Mar 26 20:35:52 GMT 2024","4173","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Mar 26 20:36:54 GMT 2024","Tue Mar 26 20:36:56 GMT 2024","2462","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Mar 26 20:35:35 GMT 2024","Tue Mar 26 20:35:38 GMT 2024","3402","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Mar 26 20:32:44 GMT 2024","Tue Mar 26 20:32:44 GMT 2024","19","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Mar 26 20:34:21 GMT 2024","Tue Mar 26 20:34:27 GMT 2024","5639","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Mar 26 20:34:48 GMT 2024","Tue Mar 26 20:34:57 GMT 2024","9253","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Mar 26 20:36:10 GMT 2024","Tue Mar 26 20:36:16 GMT 2024","6135","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Mar 26 20:32:44 GMT 2024","Tue Mar 26 20:32:44 GMT 2024","74","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Tue Mar 26 20:35:25 GMT 2024","Tue Mar 26 20:35:27 GMT 2024","2377","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Mar 26 20:32:44 GMT 2024","Tue Mar 26 20:32:44 GMT 2024","231","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
