"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 27 07:42:04 GMT 2024","Wed Mar 27 07:42:08 GMT 2024","3994","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Wed Mar 27 07:38:16 GMT 2024","Wed Mar 27 07:38:17 GMT 2024","172","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Wed Mar 27 07:38:17 GMT 2024","Wed Mar 27 07:38:17 GMT 2024","14","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Wed Mar 27 07:38:16 GMT 2024","Wed Mar 27 07:38:16 GMT 2024","188","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Wed Mar 27 07:40:58 GMT 2024","Wed Mar 27 07:41:00 GMT 2024","1826","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Wed Mar 27 07:40:21 GMT 2024","Wed Mar 27 07:40:24 GMT 2024","3048","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Wed Mar 27 07:41:05 GMT 2024","Wed Mar 27 07:41:07 GMT 2024","1576","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Wed Mar 27 07:38:17 GMT 2024","Wed Mar 27 07:38:17 GMT 2024","71","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Wed Mar 27 07:42:43 GMT 2024","Wed Mar 27 07:42:45 GMT 2024","1910","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Wed Mar 27 07:38:16 GMT 2024","Wed Mar 27 07:38:16 GMT 2024","173","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Wed Mar 27 07:39:29 GMT 2024","Wed Mar 27 07:39:35 GMT 2024","6695","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Wed Mar 27 07:38:15 GMT 2024","Wed Mar 27 07:38:15 GMT 2024","12","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
