"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 09 10:27:38 GMT 2024","Tue Apr 09 10:27:41 GMT 2024","3254","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Apr 09 10:29:41 GMT 2024","Tue Apr 09 10:29:42 GMT 2024","1002","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Apr 09 10:24:41 GMT 2024","Tue Apr 09 10:24:41 GMT 2024","48","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Tue Apr 09 10:25:45 GMT 2024","Tue Apr 09 10:26:09 GMT 2024","24008","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Apr 09 10:26:28 GMT 2024","Tue Apr 09 10:26:33 GMT 2024","4846","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Apr 09 10:24:42 GMT 2024","Tue Apr 09 10:24:44 GMT 2024","2609","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Tue Apr 09 10:28:43 GMT 2024","Tue Apr 09 10:28:46 GMT 2024","2992","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Apr 09 10:24:40 GMT 2024","Tue Apr 09 10:24:41 GMT 2024","125","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Apr 09 10:28:06 GMT 2024","Tue Apr 09 10:28:07 GMT 2024","1095","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Apr 09 10:25:35 GMT 2024","Tue Apr 09 10:25:38 GMT 2024","2951","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Apr 09 10:24:40 GMT 2024","Tue Apr 09 10:24:40 GMT 2024","102","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Tue Apr 09 10:29:47 GMT 2024","Tue Apr 09 10:29:50 GMT 2024","2886","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Apr 09 10:27:25 GMT 2024","Tue Apr 09 10:27:32 GMT 2024","7219","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Apr 09 10:28:58 GMT 2024","Tue Apr 09 10:29:04 GMT 2024","5915","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Apr 09 10:29:28 GMT 2024","Tue Apr 09 10:29:30 GMT 2024","2098","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Apr 09 10:24:40 GMT 2024","Tue Apr 09 10:24:40 GMT 2024","48","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Apr 09 10:24:54 GMT 2024","Tue Apr 09 10:25:05 GMT 2024","11786","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Tue Apr 09 10:28:12 GMT 2024","Tue Apr 09 10:28:15 GMT 2024","2740","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Apr 09 10:26:16 GMT 2024","Tue Apr 09 10:26:22 GMT 2024","6706","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Tue Apr 09 10:27:45 GMT 2024","Tue Apr 09 10:27:47 GMT 2024","2096","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Tue Apr 09 10:22:55 GMT 2024","Tue Apr 09 10:24:25 GMT 2024","89609","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"passed","Tue Apr 09 10:24:42 GMT 2024","Tue Apr 09 10:24:42 GMT 2024","27","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Tue Apr 09 10:28:33 GMT 2024","Tue Apr 09 10:28:37 GMT 2024","3218","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Tue Apr 09 10:28:01 GMT 2024","Tue Apr 09 10:28:02 GMT 2024","1652","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Tue Apr 09 10:24:41 GMT 2024","Tue Apr 09 10:24:41 GMT 2024","64","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Tue Apr 09 10:29:55 GMT 2024","Tue Apr 09 10:29:57 GMT 2024","1916","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Apr 09 10:24:40 GMT 2024","Tue Apr 09 10:24:40 GMT 2024","150","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Tue Apr 09 10:27:03 GMT 2024","Tue Apr 09 10:27:06 GMT 2024","2979","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Apr 09 10:26:49 GMT 2024","Tue Apr 09 10:26:51 GMT 2024","1817","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Apr 09 10:27:18 GMT 2024","Tue Apr 09 10:27:19 GMT 2024","1546","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Apr 09 10:24:42 GMT 2024","Tue Apr 09 10:24:42 GMT 2024","86","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Tue Apr 09 10:29:36 GMT 2024","Tue Apr 09 10:29:37 GMT 2024","1319","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Tue Apr 09 10:29:19 GMT 2024","Tue Apr 09 10:29:22 GMT 2024","3288","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Tue Apr 09 10:30:01 GMT 2024","Tue Apr 09 10:30:02 GMT 2024","1363","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Tue Apr 09 10:24:40 GMT 2024","Tue Apr 09 10:24:40 GMT 2024","68","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Tue Apr 09 10:28:21 GMT 2024","Tue Apr 09 10:28:23 GMT 2024","1911","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на New Project... на Home Page, если существует хотя бы один проект]",""
"passed","Tue Apr 09 10:24:41 GMT 2024","Tue Apr 09 10:24:41 GMT 2024","119","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Tue Apr 09 10:27:12 GMT 2024","Tue Apr 09 10:27:14 GMT 2024","2009","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Tue Apr 09 10:26:55 GMT 2024","Tue Apr 09 10:26:57 GMT 2024","1357","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Apr 09 10:24:39 GMT 2024","Tue Apr 09 10:24:39 GMT 2024","816","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка успешного создания билд-конфигурации","Тест проверяет успешное создание новой билд-конфигурации"
"passed","Tue Apr 09 10:26:40 GMT 2024","Tue Apr 09 10:26:43 GMT 2024","2830","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Tue Apr 09 10:28:50 GMT 2024","Tue Apr 09 10:28:52 GMT 2024","2097","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
