"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 24 14:08:58 GMT 2024","Sun Mar 24 14:08:58 GMT 2024","85","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","120","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка создания билд-конфигурации только с обязательными параметрами (имя и id проекта)","Тест проверяет создание новой билд-конфигурации только с именем и id проекта с теле запроса"
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","221","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Sun Mar 24 14:12:58 GMT 2024","Sun Mar 24 14:13:02 GMT 2024","4049","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 14:10:55 GMT 2024","Sun Mar 24 14:11:03 GMT 2024","8359","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","36","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без имени","Тест проверяет, что проект не создан и что его нет в общем списке проектов."
"passed","Sun Mar 24 14:11:52 GMT 2024","Sun Mar 24 14:11:59 GMT 2024","6987","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 14:08:58 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","552","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка успешного создания билд-конфигурации","Тест проверяет успешное создание новой билд-конфигурации"
"passed","Sun Mar 24 14:11:44 GMT 2024","Sun Mar 24 14:11:50 GMT 2024","5619","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"failed","Sun Mar 24 14:09:30 GMT 2024","Sun Mar 24 14:09:54 GMT 2024","23744","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","16","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта без тела запроса","Тест проверяет, что проект не создан при отправке запроса без тела"
"passed","Sun Mar 24 14:08:58 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","219","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","149","tests.backend","test_create_project","TestCreateProject","","","Проверка создания проекта только с именем","Тест проверяет создание нового проекта, если передать только имя"
"passed","Sun Mar 24 14:07:34 GMT 2024","Sun Mar 24 14:08:54 GMT 2024","79918","tests.frontend","test_setup","","","","Сетап Teamcity перед всеми тестами",""
"broken","Sun Mar 24 14:12:45 GMT 2024","Sun Mar 24 14:13:15 GMT 2024","30101","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 14:10:13 GMT 2024","Sun Mar 24 14:10:23 GMT 2024","9397","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 14:12:50 GMT 2024","Sun Mar 24 14:12:53 GMT 2024","3220","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 14:10:38 GMT 2024","Sun Mar 24 14:10:46 GMT 2024","7660","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"failed","Sun Mar 24 14:09:16 GMT 2024","Sun Mar 24 14:09:54 GMT 2024","37968","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 14:09:20 GMT 2024","Sun Mar 24 14:09:40 GMT 2024","20548","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 14:09:26 GMT 2024","Sun Mar 24 14:09:36 GMT 2024","10076","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 14:10:03 GMT 2024","Sun Mar 24 14:10:22 GMT 2024","19118","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 14:11:27 GMT 2024","Sun Mar 24 14:11:35 GMT 2024","8077","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 14:08:58 GMT 2024","Sun Mar 24 14:08:58 GMT 2024","529","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 14:12:40 GMT 2024","Sun Mar 24 14:12:45 GMT 2024","5193","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта без имени",""
"passed","Sun Mar 24 14:12:55 GMT 2024","Sun Mar 24 14:13:00 GMT 2024","4503","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"broken","Sun Mar 24 14:11:58 GMT 2024","Sun Mar 24 14:12:28 GMT 2024","30166","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 14:10:41 GMT 2024","Sun Mar 24 14:10:51 GMT 2024","10001","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации",""
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:09:02 GMT 2024","2745","tests.backend","test_run_build","TestBuildRun","","","Проверка запуска билда","Тест проверяет запуск билда и его статус билд конфигурации после запуска"
"passed","Sun Mar 24 14:13:02 GMT 2024","Sun Mar 24 14:13:04 GMT 2024","2088","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 14:10:27 GMT 2024","Sun Mar 24 14:10:50 GMT 2024","22943","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка успешного создания билд-конфигурации и проекта из repository URL",""
"passed","Sun Mar 24 14:12:10 GMT 2024","Sun Mar 24 14:12:21 GMT 2024","10114","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 14:12:17 GMT 2024","Sun Mar 24 14:12:25 GMT 2024","8159","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 14:12:30 GMT 2024","Sun Mar 24 14:12:40 GMT 2024","10140","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 14:11:11 GMT 2024","Sun Mar 24 14:11:26 GMT 2024","15042","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 14:11:07 GMT 2024","Sun Mar 24 14:11:20 GMT 2024","13081","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
"passed","Sun Mar 24 14:09:53 GMT 2024","Sun Mar 24 14:10:02 GMT 2024","8052","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации без имени",""
"passed","Sun Mar 24 14:11:35 GMT 2024","Sun Mar 24 14:11:41 GMT 2024","5799","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на + рядом с лейблом Projects в хедере",""
"passed","Sun Mar 24 14:11:53 GMT 2024","Sun Mar 24 14:11:59 GMT 2024","5813","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания проекта при клике на Create Project на Home Page, если нет проектов",""
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","223","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта невалидными ролями","Тест проверяет, что проект не создан невалидными ролями и что его нет в общем списке проектов."
"passed","Sun Mar 24 14:12:03 GMT 2024","Sun Mar 24 14:12:09 GMT 2024","5467","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка перехода на страницу создания под-проекта при клике на New Project... из существующего проекта на Home Page",""
"passed","Sun Mar 24 14:13:20 GMT 2024","Sun Mar 24 14:13:23 GMT 2024","2008","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка невозможности создания проекта c невалидным ID",""
"passed","Sun Mar 24 14:10:21 GMT 2024","Sun Mar 24 14:10:29 GMT 2024","8295","tests.frontend","test_e2e_create_build_config","TestCreateBuildConfigE2E","","","Проверка невозможности создания билд-конфигурации c невалидным ID",""
"passed","Sun Mar 24 14:08:58 GMT 2024","Sun Mar 24 14:08:58 GMT 2024","531","tests.backend","test_create_project","TestCreateProject","","","Проверка успешного создания проекта разными ролями","Тест проверяет успешное создание нового проекта доступными ролями"
"passed","Sun Mar 24 14:12:24 GMT 2024","Sun Mar 24 14:12:39 GMT 2024","14973","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка создания под-проекта при клике на New Project из существующего проекта на Home Page",""
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","123","tests.backend","test_create_project","TestCreateProject","","","Проверка невозможности создания проекта с существующим именем","Тест проверяет, что проект не может быть создан с уже существующим именем"
"passed","Sun Mar 24 14:08:59 GMT 2024","Sun Mar 24 14:08:59 GMT 2024","30","tests.backend","test_create_build_config","TestBuildConfig","","","Проверка невозможности создания билд-конфигурации без обязательны полей (id проекта или имени)","Тест проверяет, что билд-конфигурация не создана без id проекта или имени"
"passed","Sun Mar 24 14:11:11 GMT 2024","Sun Mar 24 14:11:27 GMT 2024","15525","tests.frontend","test_e2e_create_project","TestCreateProjectE2E","","","Проверка успешного создания проекта (Manually) через ссылку на создание проекта",""
